noESCO,ESCOskill,noESCO_percentage,ESCOskill_percentage,cooccurrence_count
indexing,python,0.04,4.26,10
indexing,performance,0.04,0.16,1
indexing,function,0.04,0.04,1
indexing,java,0.04,4.62,2
indexing,sql,0.04,0.59,1
indexing,list,0.04,0.14,5
indexing,ruby,0.04,0.42,1
indexing,postgresql,0.04,0.32,1
indexing,mysql,0.04,0.79,5
indexing,database,0.04,0.15,2
indexing,oracle,0.04,0.06,1
indexing,triggers,0.04,0.01,1
indexing,transactions,0.04,0.01,1
indexing,ansible,0.04,0.07,2
plpgsql,python,0.0,4.26,1
plpgsql,performance,0.0,0.16,1
plpgsql,function,0.0,0.04,1
plpgsql,java,0.0,4.62,1
plpgsql,sql,0.0,0.59,1
plpgsql,postgresql,0.0,0.32,2
plpgsql,database,0.0,0.15,1
plpgsql,oracle,0.0,0.06,1
plpgsql,triggers,0.0,0.01,1
plpgsql,transactions,0.0,0.01,1
psql,python,0.01,4.26,1
psql,performance,0.01,0.16,1
psql,function,0.01,0.04,1
psql,java,0.01,4.62,1
psql,sql,0.01,0.59,1
psql,ruby,0.01,0.42,3
psql,postgresql,0.01,0.32,1
psql,database,0.01,0.15,1
psql,oracle,0.01,0.06,1
psql,triggers,0.01,0.01,1
psql,transactions,0.01,0.01,1
query-optimization,python,0.0,4.26,1
query-optimization,performance,0.0,0.16,1
query-optimization,function,0.0,0.04,1
query-optimization,java,0.0,4.62,1
query-optimization,sql,0.0,0.59,1
query-optimization,postgresql,0.0,0.32,1
query-optimization,database,0.0,0.15,1
query-optimization,oracle,0.0,0.06,1
query-optimization,triggers,0.0,0.01,1
query-optimization,transactions,0.0,0.01,1
postgresql-9.6,python,0.0,4.26,1
postgresql-9.6,performance,0.0,0.16,1
postgresql-9.6,function,0.0,0.04,1
postgresql-9.6,java,0.0,4.62,1
postgresql-9.6,sql,0.0,0.59,1
postgresql-9.6,postgresql,0.0,0.32,1
postgresql-9.6,database,0.0,0.15,1
postgresql-9.6,oracle,0.0,0.06,1
postgresql-9.6,triggers,0.0,0.01,1
postgresql-9.6,transactions,0.0,0.01,1
postgis,python,0.0,4.26,1
postgis,performance,0.0,0.16,1
postgis,function,0.0,0.04,1
postgis,java,0.0,4.62,1
postgis,sql,0.0,0.59,1
postgis,postgresql,0.0,0.32,2
postgis,database,0.0,0.15,1
postgis,geometry,0.0,0.02,1
postgis,oracle,0.0,0.06,1
postgis,triggers,0.0,0.01,1
postgis,transactions,0.0,0.01,1
postgresql-9.5,python,0.01,4.26,1
postgresql-9.5,performance,0.01,0.16,1
postgresql-9.5,function,0.01,0.04,1
postgresql-9.5,java,0.01,4.62,1
postgresql-9.5,sql,0.01,0.59,3
postgresql-9.5,postgresql,0.01,0.32,6
postgresql-9.5,database,0.01,0.15,1
postgresql-9.5,go,0.01,0.21,3
postgresql-9.5,oracle,0.01,0.06,1
postgresql-9.5,triggers,0.01,0.01,1
postgresql-9.5,transactions,0.01,0.01,1
jdbc,python,0.03,4.26,1
jdbc,performance,0.03,0.16,1
jdbc,function,0.03,0.04,1
jdbc,java,0.03,4.62,14
jdbc,sql,0.03,0.59,4
jdbc,typescript,0.03,0.59,1
jdbc,postgresql,0.03,0.32,1
jdbc,database,0.03,0.15,1
jdbc,spring,0.03,0.64,4
jdbc,oracle,0.03,0.06,3
jdbc,triggers,0.03,0.01,1
jdbc,transactions,0.03,0.01,1
database-design,python,0.02,4.26,1
database-design,performance,0.02,0.16,1
database-design,function,0.02,0.04,1
database-design,java,0.02,4.62,1
database-design,sql,0.02,0.59,2
database-design,r,0.02,0.56,1
database-design,postgresql,0.02,0.32,2
database-design,database,0.02,0.15,6
database-design,oracle,0.02,0.06,1
database-design,triggers,0.02,0.01,1
database-design,transactions,0.02,0.01,1
docker-compose,python,0.11,4.26,3
docker-compose,linux,0.11,0.58,3
docker-compose,java,0.11,4.62,3
docker-compose,c#,0.11,3.64,1
docker-compose,javascript,0.11,5.15,1
docker-compose,typescript,0.11,0.59,1
docker-compose,postgresql,0.11,0.32,3
docker-compose,mysql,0.11,0.79,5
docker-compose,css,0.11,1.46,1
docker-compose,eclipse,0.11,0.32,2
docker-compose,go,0.11,0.21,2
docker-compose,service,0.11,0.03,1
docker-compose,meteor,0.11,0.08,2
docker-compose,root,0.11,0.01,1
dockerfile,linux,0.05,0.58,1
dockerfile,php,0.05,3.05,1
dockerfile,c#,0.05,3.64,1
dockerfile,javascript,0.05,5.15,1
dockerfile,angular,0.05,0.73,1
homebrew,python,0.03,4.26,1
homebrew,java,0.03,4.62,5
homebrew,php,0.03,3.05,1
homebrew,javascript,0.03,5.15,1
homebrew,mysql,0.03,0.79,2
homebrew,git,0.03,0.68,3
powershell,arrays,0.12,0.5,4
powershell,string,0.12,0.39,1
powershell,sockets,0.12,0.06,1
powershell,windows,0.12,0.33,7
powershell,c#,0.12,3.64,15
powershell,.net,0.12,0.86,2
powershell,excel,0.12,0.18,2
powershell,asp.net,0.12,0.39,1
powershell,angular,0.12,0.73,1
powershell,date,0.12,0.12,1
powershell,module,0.12,0.03,1
powershell,directory,0.12,0.05,1
powershell,split,0.12,0.01,1
powershell,scripting,0.12,0.02,4
powershell,exe,0.12,0.01,3
active-directory,arrays,0.03,0.5,1
active-directory,windows,0.03,0.33,1
active-directory,java,0.03,4.62,1
active-directory,c#,0.03,3.64,11
active-directory,.net,0.03,0.86,3
active-directory,owin,0.03,0.01,2
beautifulsoup,python,0.01,4.26,3
beautifulsoup,list,0.01,0.14,1
web-scraping,python,0.01,4.26,2
web-scraping,excel,0.01,0.18,1
web-scraping,r,0.01,0.56,1
web-scraping,list,0.01,0.14,1
ubuntu,python,0.12,4.26,7
ubuntu,linux,0.12,0.58,19
ubuntu,java,0.12,4.62,3
ubuntu,php,0.12,3.05,8
ubuntu,ruby,0.12,0.42,1
ubuntu,postgresql,0.12,0.32,1
ubuntu,mysql,0.12,0.79,4
ubuntu,git,0.12,0.68,2
ubuntu,pip,0.12,0.1,5
ubuntu,eclipse,0.12,0.32,1
ubuntu,spring,0.12,0.64,1
ubuntu,vagrant,0.12,0.01,1
ubuntu,usb,0.12,0.01,3
ubuntu,permissions,0.12,0.03,1
ubuntu,bind,0.12,0.0,1
npm,c,0.12,0.65,1
npm,java,0.12,4.62,3
npm,php,0.12,3.05,1
npm,javascript,0.12,5.15,7
npm,git,0.12,0.68,1
npm,sass,0.12,0.04,6
npm,swift,0.12,0.83,3
npm,angular,0.12,0.73,1
npm,ios,0.12,1.69,1
npm,meteor,0.12,0.08,3
npm,package,0.12,0.02,2
npm,polymer,0.12,0.01,3
npm,ca,0.12,0.0,1
immutability,java,0.0,4.62,1
immutability,javascript,0.0,5.15,1
immutability,final,0.0,0.0,1
intellij-idea,c++,0.14,1.77,1
intellij-idea,java,0.14,4.62,26
intellij-idea,android,0.14,3.02,8
intellij-idea,php,0.14,3.05,4
intellij-idea,javascript,0.14,5.15,5
intellij-idea,sql,0.14,0.59,1
intellij-idea,ruby,0.14,0.42,1
intellij-idea,scala,0.14,0.27,4
intellij-idea,git,0.14,0.68,3
intellij-idea,angular,0.14,0.73,1
intellij-idea,spring,0.14,0.64,1
intellij-idea,maven,0.14,0.22,2
intellij-idea,groovy,0.14,0.04,3
intellij-idea,ide,0.14,0.02,2
intellij-idea,warnings,0.14,0.02,1
intellij-idea,debugging,0.14,0.1,1
intellij-idea,refactoring,0.14,0.02,1
intellij-idea,installation,0.14,0.04,2
intellij-idea,package,0.14,0.02,2
google-maps,java,0.08,4.62,1
google-maps,android,0.08,3.02,15
google-maps,javascript,0.08,5.15,11
google-maps,css,0.08,1.46,10
google-maps,ios,0.08,1.69,2
android-mapview,android,0.0,3.02,1
execution-time,python,0.0,4.26,1
execution-time,time,0.0,0.06,1
xpages,java,0.02,4.62,2
xpages,javascript,0.02,5.15,3
xpages,r,0.02,0.56,1
lotus-domino,java,0.02,4.62,4
lotus-domino,javascript,0.02,5.15,2
android-design-library,android,0.0,3.02,2
androiddesignsupport,android,0.0,3.02,2
euclidean-distance,python,0.0,4.26,1
iis,windows,0.04,0.33,1
iis,java,0.04,4.62,1
iis,c#,0.04,3.64,7
iis,.net,0.04,0.86,1
iis,asp.net,0.04,0.39,6
iis,perl,0.04,0.07,1
iis,compression,0.04,0.03,3
iis,usb,0.04,0.01,1
iis,key,0.04,0.0,1
mongodb,python,0.24,4.26,18
mongodb,c++,0.24,1.77,1
mongodb,arrays,0.24,0.5,2
mongodb,c,0.24,0.65,2
mongodb,string,0.24,0.39,3
mongodb,linux,0.24,0.58,1
mongodb,java,0.24,4.62,14
mongodb,php,0.24,3.05,8
mongodb,c#,0.24,3.64,8
mongodb,javascript,0.24,5.15,19
mongodb,.net,0.24,0.86,1
mongodb,typescript,0.24,0.59,4
mongodb,shell,0.24,0.18,4
mongodb,postgresql,0.24,0.32,7
mongodb,mysql,0.24,0.79,1
mongodb,date,0.24,0.12,1
mongodb,database,0.24,0.15,1
mongodb,inheritance,0.24,0.05,3
mongodb,spring,0.24,0.64,5
mongodb,oracle,0.24,0.06,1
mongodb,objective-c,0.24,0.56,2
mongodb,nosql,0.24,0.02,3
mongodb,redis,0.24,0.05,2
mongodb,configuration,0.24,0.05,3
mongodb,url,0.24,0.09,1
mongodb,ant,0.24,0.02,1
mongodb,drupal,0.24,0.02,2
mongodb,field,0.24,0.0,1
mongodb,connection,0.24,0.01,1
mongodb,casting,0.24,0.03,2
internet-explorer,java,0.02,4.62,1
internet-explorer,c#,0.02,3.64,1
internet-explorer,javascript,0.02,5.15,1
internet-explorer,css,0.02,1.46,3
internet-explorer,ajax,0.02,0.1,1
internet-explorer,angular,0.02,0.73,3
string-concatenation,string,0.01,0.39,1
string-concatenation,rust,0.01,0.14,1
string-concatenation,shell,0.01,0.18,3
react-router,javascript,0.02,5.15,9
react-router,typescript,0.02,0.59,1
string.format,string,0.0,0.39,1
string.format,java,0.0,4.62,1
string.format,javascript,0.0,5.15,1
nsobject,ios,0.0,1.69,1
nsobject,objective-c,0.0,0.56,1
ios11,swift,0.0,0.83,1
ios11,ios,0.0,1.69,1
amazon-web-services,python,0.22,4.26,19
amazon-web-services,linux,0.22,0.58,5
amazon-web-services,java,0.22,4.62,8
amazon-web-services,android,0.22,3.02,1
amazon-web-services,php,0.22,3.05,3
amazon-web-services,c#,0.22,3.64,3
amazon-web-services,javascript,0.22,5.15,6
amazon-web-services,.net,0.22,0.86,1
amazon-web-services,typescript,0.22,0.59,1
amazon-web-services,ruby,0.22,0.42,1
amazon-web-services,scala,0.22,0.27,1
amazon-web-services,angular,0.22,0.73,1
amazon-web-services,security,0.22,0.06,3
amazon-web-services,rest,0.22,0.12,1
amazon-web-services,ansible,0.22,0.07,2
amazon-web-services,directory,0.22,0.05,2
amazon-web-services,containers,0.22,0.02,2
amazon-web-services,drupal,0.22,0.02,2
amazon-web-services,putty,0.22,0.01,2
aws-api-gateway,python,0.01,4.26,2
webpack,android,0.09,3.02,3
webpack,c#,0.09,3.64,1
webpack,javascript,0.09,5.15,15
webpack,typescript,0.09,0.59,7
webpack,angular,0.09,0.73,3
matplotlib,python,0.16,4.26,71
matplotlib,java,0.16,4.62,1
matplotlib,r,0.16,0.56,1
matplotlib,matlab,0.16,0.11,4
matplotlib,plot,0.16,0.04,3
matplotlib,memory,0.16,0.03,2
matplotlib,logging,0.16,0.07,2
matplotlib,legend,0.16,0.01,3
matplotlib,statistics,0.16,0.02,2
matplotlib,scip,0.16,0.0,2
floating-point,python,0.03,4.26,2
floating-point,c++,0.03,1.77,1
floating-point,java,0.03,4.62,1
floating-point,php,0.03,3.05,5
floating-point,c#,0.03,3.64,1
floating-point,javascript,0.03,5.15,1
floating-point,rust,0.03,0.14,1
floating-point,swift,0.03,0.83,1
floating-point,haskell,0.03,0.14,2
floating-point,ios,0.03,1.69,1
floating-point,int,0.03,0.01,4
floating-point,rounding,0.03,0.0,2
react-native,python,0.28,4.26,1
react-native,java,0.28,4.62,5
react-native,android,0.28,3.02,20
react-native,php,0.28,3.05,3
react-native,javascript,0.28,5.15,55
react-native,typescript,0.28,0.59,1
react-native,r,0.28,0.56,1
react-native,postgresql,0.28,0.32,1
react-native,css,0.28,1.46,4
react-native,swift,0.28,0.83,4
react-native,go,0.28,0.21,2
react-native,ios,0.28,1.69,21
react-native,xcode,0.28,0.42,7
react-native,image,0.28,0.11,1
react-native,debugging,0.28,0.1,1
react-native,adb,0.28,0.01,1
react-native,keyboard,0.28,0.03,1
react-native,version,0.28,0.02,3
react-native,expo,0.28,0.01,4
react-native,upgrade,0.28,0.01,3
jackson,java,0.0,4.62,2
android-layout,python,0.16,4.26,1
android-layout,java,0.16,4.62,13
android-layout,android,0.16,3.02,71
android-layout,javascript,0.16,5.15,1
android-layout,xcode,0.16,0.42,1
android-layout,layout,0.16,0.03,3
android-layout,view,0.16,0.01,2
android-listview,android,0.0,3.02,2
distinct,java,0.0,4.62,1
distinct,r,0.0,0.56,1
iphone,python,0.51,4.26,2
iphone,c++,0.51,1.77,2
iphone,java,0.51,4.62,2
iphone,android,0.51,3.02,7
iphone,php,0.51,3.05,3
iphone,c#,0.51,3.64,2
iphone,javascript,0.51,5.15,10
iphone,mysql,0.51,0.79,2
iphone,css,0.51,1.46,1
iphone,swift,0.51,0.83,11
iphone,date,0.51,0.12,2
iphone,certificate,0.51,0.02,2
iphone,ios,0.51,1.69,127
iphone,objective-c,0.51,0.56,70
iphone,xcode,0.51,0.42,24
iphone,cocoa,0.51,0.06,4
iphone,height,0.51,0.02,1
iphone,animation,0.51,0.03,1
iphone,background,0.51,0.02,1
iphone,controller,0.51,0.02,1
iphone,badge,0.51,0.0,1
iphone,backup,0.51,0.02,3
iphone,parameters,0.51,0.04,1
iphone,meteor,0.51,0.08,3
iphone,video,0.51,0.05,2
iphone,encryption,0.51,0.04,1
iphone,reset,0.51,0.0,1
iphone,button,0.51,0.03,1
iphone,tags,0.51,0.01,1
iphone,extract,0.51,0.01,3
afnetworking,ios,0.01,1.69,3
assimp,c++,0.0,1.77,1
popen,python,0.0,4.26,1
opencv,python,0.12,4.26,16
opencv,c++,0.12,1.77,23
opencv,c,0.12,0.65,3
opencv,java,0.12,4.62,3
opencv,android,0.12,3.02,6
opencv,assembly,0.12,0.04,1
opencv,matlab,0.12,0.11,4
opencv,plot,0.12,0.04,1
opencv,time,0.12,0.06,1
opencv,image,0.12,0.11,1
opencv,documentation,0.12,0.03,3
opencv,rotation,0.12,0.01,1
opencv,synthesis,0.12,0.0,1
computer-vision,python,0.02,4.26,3
computer-vision,c++,0.02,1.77,1
computer-vision,java,0.02,4.62,1
computer-vision,matlab,0.02,0.11,1
unit-testing,python,0.22,4.26,20
unit-testing,c++,0.22,1.77,6
unit-testing,java,0.22,4.62,17
unit-testing,android,0.22,3.02,5
unit-testing,php,0.22,3.05,2
unit-testing,c#,0.22,3.64,11
unit-testing,javascript,0.22,5.15,12
unit-testing,.net,0.22,0.86,4
unit-testing,rust,0.22,0.14,3
unit-testing,css,0.22,1.46,2
unit-testing,angular,0.22,0.73,1
unit-testing,security,0.22,0.06,1
unit-testing,eclipse,0.22,0.32,2
unit-testing,spring,0.22,0.64,1
unit-testing,objective-c,0.22,0.56,1
unit-testing,xcode,0.22,0.42,2
unit-testing,maven,0.22,0.22,1
unit-testing,rest,0.22,0.12,1
unit-testing,testing,0.22,0.09,3
unit-testing,chai,0.22,0.0,1
unit-testing,report,0.22,0.01,2
maven-2,java,0.04,4.62,11
maven-2,c#,0.04,3.64,2
maven-2,.net,0.04,0.86,1
maven-2,eclipse,0.04,0.32,3
maven-2,maven,0.04,0.22,9
tensorflow-lite,android,0.0,3.02,1
tensorflow,python,0.11,4.26,39
tensorflow,c++,0.11,1.77,5
tensorflow,java,0.11,4.62,3
tensorflow,android,0.11,3.02,2
tensorflow,pip,0.11,0.1,1
tensorflow,eclipse,0.11,0.32,1
android-arrayadapter,java,0.01,4.62,4
android-arrayadapter,android,0.01,3.02,5
android-jetpack,android,0.01,3.02,6
pyobjc,python,0.0,4.26,1
grails,python,0.07,4.26,3
grails,file,0.07,0.16,7
grails,java,0.07,4.62,11
grails,android,0.07,3.02,1
grails,javascript,0.07,5.15,1
grails,devise,0.07,0.02,2
grails,angular,0.07,0.73,3
grails,groovy,0.07,0.04,3
grails,controller,0.07,0.02,1
boost-asio,c++,0.0,1.77,1
boost-asio,c,0.0,0.65,1
swing,c++,0.06,1.77,1
swing,string,0.06,0.39,3
swing,java,0.06,4.62,27
swing,android,0.06,3.02,2
swing,javascript,0.06,5.15,1
swing,eclipse,0.06,0.32,1
swing,logging,0.06,0.07,2
delphi-xe7,arrays,0.0,0.5,1
primefaces,python,0.04,4.26,1
primefaces,java,0.04,4.62,6
primefaces,javascript,0.04,5.15,1
primefaces,css,0.04,1.46,1
primefaces,angular,0.04,0.73,1
jsf-2,el,0.02,0.0,1
jsf,linux,0.06,0.58,2
jsf,java,0.06,4.62,8
jsf,php,0.06,3.05,1
jsf,javascript,0.06,5.15,4
jsf,angular,0.06,0.73,1
jsf,el,0.06,0.0,1
jsf,cat,0.06,0.0,2
javafx,c++,0.08,1.77,2
javafx,java,0.08,4.62,26
javafx,android,0.08,3.02,2
javafx,typescript,0.08,0.59,1
javafx,css,0.08,1.46,1
javafx,eclipse,0.08,0.32,2
cassandra,java,0.05,4.62,11
cassandra,android,0.05,3.02,4
cassandra,c#,0.05,3.64,5
cassandra,scala,0.05,0.27,7
cassandra,eclipse,0.05,0.32,1
cassandra,nosql,0.05,0.02,2
cassandra,hadoop,0.05,0.02,1
hook,git,0.01,0.68,3
hook,ios,0.01,1.69,1
hook,objective-c,0.01,0.56,1
hook,trac,0.01,0.0,1
frontend,python,0.01,4.26,1
frontend,android,0.01,3.02,1
frontend,git,0.01,0.68,3
frontend,architecture,0.01,0.02,1
visual-studio,python,0.2,4.26,1
visual-studio,c++,0.2,1.77,8
visual-studio,string,0.2,0.39,1
visual-studio,linux,0.2,0.58,1
visual-studio,file,0.2,0.16,1
visual-studio,windows,0.2,0.33,2
visual-studio,java,0.2,4.62,1
visual-studio,android,0.2,3.02,2
visual-studio,php,0.2,3.05,1
visual-studio,c#,0.2,3.64,45
visual-studio,javascript,0.2,5.15,3
visual-studio,.net,0.2,0.86,13
visual-studio,ruby,0.2,0.42,1
visual-studio,css,0.2,1.46,1
visual-studio,asp.net,0.2,0.39,3
visual-studio,git,0.2,0.68,1
visual-studio,debugging,0.2,0.1,1
visual-studio,build,0.2,0.03,1
visual-studio,pipeline,0.2,0.01,1
visual-studio,gac,0.2,0.0,1
visual-studio,mdx,0.2,0.01,1
xamarin,android,0.08,3.02,10
xamarin,c#,0.08,3.64,21
xamarin,.net,0.08,0.86,3
xamarin,ios,0.08,1.69,3
visual-studio-2015,python,0.04,4.26,2
visual-studio-2015,c++,0.04,1.77,3
visual-studio-2015,android,0.04,3.02,2
visual-studio-2015,c#,0.04,3.64,4
sqlalchemy,python,0.05,4.26,22
sqlalchemy,c#,0.05,3.64,1
sqlalchemy,rust,0.05,0.14,1
sqlalchemy,postgresql,0.05,0.32,1
sqlalchemy,mysql,0.05,0.79,3
sqlalchemy,css,0.05,1.46,1
sqlalchemy,haskell,0.05,0.14,1
sqlalchemy,orm,0.05,0.04,1
sqlalchemy,eclipse,0.05,0.32,2
sqlalchemy,forms,0.05,0.08,1
sqlalchemy,redis,0.05,0.05,2
facebook,c++,0.05,1.77,2
facebook,android,0.05,3.02,7
facebook,php,0.05,3.05,2
facebook,javascript,0.05,5.15,2
facebook,ajax,0.05,0.1,1
facebook,flash,0.05,0.03,1
facebook,image,0.05,0.11,3
facebook,sharing,0.05,0.01,3
android-intent,file,0.03,0.16,1
android-intent,java,0.03,4.62,4
android-intent,android,0.03,3.02,14
android-intent,broadcast,0.03,0.0,1
android-intent,this,0.03,0.0,1
closures,c,0.0,0.65,1
closures,java,0.0,4.62,1
serialization,python,0.03,4.26,4
serialization,java,0.03,4.62,2
serialization,android,0.03,3.02,2
serialization,c#,0.03,3.64,5
serialization,.net,0.03,0.86,4
serialization,dictionary,0.03,0.12,1
serialization,scala,0.03,0.27,3
discord.js,javascript,0.01,5.15,5
webgl,java,0.01,4.62,1
webgl,javascript,0.01,5.15,3
webgl,algorithm,0.01,0.16,2
asp-classic,c#,0.01,3.64,4
asp-classic,.net,0.01,0.86,3
asp-classic,vbscript,0.01,0.01,1
xml-serialization,c#,0.01,3.64,1
xml-serialization,.net,0.01,0.86,2
selenium,python,0.09,4.26,4
selenium,java,0.09,4.62,12
selenium,c#,0.09,3.64,5
selenium,javascript,0.09,5.15,5
selenium,ruby,0.09,0.42,3
selenium,postgresql,0.09,0.32,1
selenium,spring,0.09,0.64,3
selenium,testing,0.09,0.09,2
selenium-webdriver,python,0.03,4.26,1
selenium-webdriver,java,0.03,4.62,7
selenium-webdriver,c#,0.03,3.64,1
selenium-webdriver,javascript,0.03,5.15,1
selenium-webdriver,testing,0.03,0.09,2
uinavigationbar,ios,0.0,1.69,1
navigationitem,ios,0.0,1.69,1
lokijs,javascript,0.0,5.15,1
lokijs,express,0.0,0.09,1
knitr,python,0.02,4.26,2
knitr,r,0.02,0.56,11
pdf,python,0.06,4.26,1
pdf,windows,0.06,0.33,1
pdf,java,0.06,4.62,3
pdf,android,0.06,3.02,2
pdf,php,0.06,3.05,3
pdf,c#,0.06,3.64,6
pdf,javascript,0.06,5.15,5
pdf,.net,0.06,0.86,1
pdf,r,0.06,0.56,1
pdf,asp.net,0.06,0.39,1
pdf,ajax,0.06,0.1,1
pdf,merge,0.06,0.03,1
pdf,express,0.06,0.09,2
pdf,image,0.06,0.11,1
pdf,printing,0.06,0.01,2
pdf,latex,0.06,0.05,2
base64,arrays,0.02,0.5,1
base64,string,0.02,0.39,1
base64,java,0.02,4.62,2
base64,android,0.02,3.02,1
base64,c#,0.02,3.64,1
base64,javascript,0.02,5.15,3
base64,image,0.02,0.11,1
base64,url,0.02,0.09,1
rpc,rest,0.0,0.12,1
web-services,string,0.03,0.39,3
web-services,java,0.03,4.62,6
web-services,c#,0.03,3.64,6
web-services,.net,0.03,0.86,5
web-services,rest,0.03,0.12,1
instruction-set,c++,0.0,1.77,1
instruction-set,sse,0.0,0.01,1
constructor,c++,0.02,1.77,4
constructor,arrays,0.02,0.5,1
constructor,java,0.02,4.62,2
constructor,android,0.02,3.02,2
constructor,typescript,0.02,0.59,1
constructor,inheritance,0.02,0.05,1
swift2,swift,0.0,0.83,1
swift2,ios,0.0,1.69,2
include,c++,0.02,1.77,2
include,c,0.02,0.65,1
include,php,0.02,3.05,1
include,c#,0.02,3.64,1
include,javascript,0.02,5.15,1
include,import,0.02,0.02,1
include,latex,0.02,0.05,2
clang-format,c++,0.0,1.77,1
zsh,python,0.02,4.26,1
zsh,git,0.02,0.68,3
zsh,pip,0.02,0.1,1
zsh,terminal,0.02,0.05,1
zsh,prompt,0.02,0.01,3
elixir,python,0.06,4.26,1
elixir,php,0.06,3.05,1
elixir,javascript,0.06,5.15,3
elixir,rust,0.06,0.14,3
elixir,ruby,0.06,0.42,1
elixir,ajax,0.06,0.1,2
elixir,scala,0.06,0.27,3
elixir,testing,0.06,0.09,3
elixir,dom,0.06,0.04,2
elixir,ecto,0.06,0.0,1
phoenix-framework,javascript,0.02,5.15,1
data-structures,c++,0.02,1.77,1
data-structures,c,0.02,0.65,1
data-structures,windows,0.02,0.33,1
data-structures,java,0.02,4.62,1
data-structures,c#,0.02,3.64,3
data-structures,javascript,0.02,5.15,1
data-structures,algorithm,0.02,0.16,1
dynamic-programming,algorithm,0.0,0.16,2
exception,python,0.06,4.26,3
exception,c++,0.06,1.77,5
exception,c,0.06,0.65,1
exception,windows,0.06,0.33,1
exception,java,0.06,4.62,9
exception,android,0.06,3.02,2
exception,c#,0.06,3.64,8
exception,.net,0.06,0.86,7
exception,memory,0.06,0.03,1
exception,service,0.06,0.03,2
map-function,python,0.0,4.26,1
map-function,arrays,0.0,0.5,1
map-function,javascript,0.0,5.15,1
mach-o,c++,0.0,1.77,1
jena,haskell,0.0,0.14,1
netbeans,windows,0.04,0.33,1
netbeans,java,0.04,4.62,11
netbeans,php,0.04,3.05,3
netbeans,javascript,0.04,5.15,1
netbeans,git,0.04,0.68,1
netbeans,debugging,0.04,0.1,2
netbeans,manifest,0.04,0.0,2
aws-lambda,c#,0.03,3.64,1
aws-lambda,javascript,0.03,5.15,2
aws-lambda,security,0.03,0.06,3
encode,python,0.0,4.26,1
android-recyclerview,java,0.09,4.62,5
android-recyclerview,android,0.09,3.02,38
android-recyclerview,c#,0.09,3.64,2
android-recyclerview,css,0.09,1.46,2
android-recyclerview,graphics,0.09,0.02,3
android-recyclerview,math,0.09,0.04,1
random,python,0.04,4.26,6
random,c++,0.04,1.77,2
random,arrays,0.04,0.5,1
random,c,0.04,0.65,3
random,linux,0.04,0.58,3
random,java,0.04,4.62,4
random,c#,0.04,3.64,1
random,javascript,0.04,5.15,1
random,sql,0.04,0.59,1
random,list,0.04,0.14,2
random,dictionary,0.04,0.12,2
random,postgresql,0.04,0.32,1
jenkins-workflow,jenkins,0.01,0.11,3
jenkins-pipeline,windows,0.03,0.33,2
jenkins-pipeline,jenkins,0.03,0.11,14
jenkins-pipeline,groovy,0.03,0.04,5
jenkins-pipeline,ansible,0.03,0.07,2
grid-layout,css,0.01,1.46,3
css-grid,css,0.01,1.46,3
core-data,php,0.02,3.05,2
core-data,swift,0.02,0.83,1
core-data,ios,0.02,1.69,3
core-data,objective-c,0.02,0.56,2
genymotion,android,0.0,3.02,2
genymotion,git,0.0,0.68,1
virtualbox,linux,0.01,0.58,2
virtualbox,android,0.01,3.02,1
virtualbox,vagrant,0.01,0.01,3
material-design,android,0.01,3.02,4
material-design,animation,0.01,0.03,1
material-design,fragment,0.01,0.02,1
kubernetes-helm,python,0.03,4.26,1
kubernetes-helm,java,0.03,4.62,1
kubernetes-helm,scala,0.03,0.27,4
go-templates,go,0.01,0.21,1
silverlight,android,0.04,3.02,1
silverlight,c#,0.04,3.64,9
silverlight,.net,0.04,0.86,4
silverlight,asp.net,0.04,0.39,3
